date	new_pages
2020-12-02	99
2020-12-03	81
2020-12-04	89
2020-12-05	90
2020-12-06	71
2020-12-07	90
2020-12-08	83
2020-12-09	81
2020-12-10	74
2020-12-11	80
2020-12-12	116
2020-12-13	96
2020-12-14	101
2020-12-15	67
2020-12-16	85
2020-12-17	78
2020-12-18	85
2020-12-19	123
2020-12-20	117
2020-12-21	93
2020-12-22	74
2020-12-23	110
2020-12-24	61
2020-12-25	57
2020-12-26	59
2020-12-27	77
2020-12-28	95
2020-12-29	70
2020-12-30	90
2020-12-31	87
